sweep_axis,sweep_value,max_side,benchmark,method,rows,correct,accuracy,accuracy_percent,avg_total_time_sec,avg_smol_image_tokens,avg_smol_peak_mem_mb,avg_qwen_image_tokens,avg_qwen_peak_mem_mb,avg_image_tokens,avg_overall_peak_allocated_mb
smol,800,800,hrbench_4k,Thumb_Smol_YOLO_Qwen_4B_smol800,10,10,1.0,100.0,19.46974365999922,1127.0,3940.344091796875,498.8,3544.53076171875,498.8,3544.53076171875
smol,960,960,hrbench_4k,Smol_YOLO_Qwen_4B_smol960,10,9,0.9,90.0,19.51018004999496,1127.0,3940.344091796875,238.8,3336.83427734375,238.8,3336.83427734375
smol,960,960,hrbench_4k,Thumb_Smol_YOLO_Qwen_4B_smol960,10,10,1.0,100.0,19.627805199995056,1127.0,3940.344091796875,498.8,3545.36103515625,498.8,3545.36103515625
smol,1080,1080,hrbench_4k,Smol_YOLO_Qwen_4B_smol1080,10,7,0.7,70.0,19.27424166999408,1127.0,3940.344091796875,238.8,3338.7109375,238.8,3338.7109375
smol,1080,1080,hrbench_4k,Thumb_Smol_YOLO_Qwen_4B_smol1080,10,8,0.8,80.0,19.427247659993007,1127.0,3940.344091796875,498.8,3546.18232421875,498.8,3546.18232421875
smol,1280,1280,hrbench_4k,Smol_YOLO_Qwen_4B_smol1280,10,10,1.0,100.0,19.437278069992317,1127.0,3940.344091796875,238.8,3339.54921875,238.8,3339.54921875
smol,1280,1280,hrbench_4k,Thumb_Smol_YOLO_Qwen_4B_smol1280,10,10,1.0,100.0,19.589804129989353,1127.0,3940.344091796875,498.8,3547.38955078125,498.8,3547.38955078125
thumb,360,360,hrbench_4k,Smol_YOLO_Qwen_4B_thumb360,10,10,1.0,100.0,18.981547989996034,1127.0,3189.397802734375,238.8,3336.7716796875,238.8,3336.7716796875
thumb,360,360,hrbench_4k,Thumb_Smol_YOLO_Qwen_4B_thumb360,10,10,1.0,100.0,18.952029559997026,1127.0,3189.397802734375,363.8,3447.16171875,363.8,3447.16171875
thumb,480,480,hrbench_4k,Smol_YOLO_Qwen_4B_thumb480,10,10,1.0,100.0,18.998377199994867,1127.0,3189.397802734375,238.8,3336.69404296875,238.8,3336.69404296875
thumb,480,480,hrbench_4k,Thumb_Smol_YOLO_Qwen_4B_thumb480,10,10,1.0,100.0,19.075299179993454,1127.0,3189.397802734375,467.8,3523.3361328125,467.8,3523.3361328125
thumb,540,540,hrbench_4k,Smol_YOLO_Qwen_4B_thumb540,10,10,1.0,100.0,18.835039480004344,1127.0,3189.397802734375,238.8,3336.69404296875,238.8,3336.69404296875
thumb,540,540,hrbench_4k,Thumb_Smol_YOLO_Qwen_4B_thumb540,10,10,1.0,100.0,19.032050849992082,1127.0,3189.397802734375,531.8,3573.60390625,531.8,3573.60390625
thumb,640,640,hrbench_4k,Smol_YOLO_Qwen_4B_thumb640,10,10,1.0,100.0,18.870200529979776,1127.0,3189.397802734375,238.8,3336.69404296875,238.8,3336.69404296875
thumb,640,640,hrbench_4k,Thumb_Smol_YOLO_Qwen_4B_thumb640,10,10,1.0,100.0,19.18102702998731,1127.0,3189.397802734375,642.8,3665.25771484375,642.8,3665.25771484375
thumb,720,720,hrbench_4k,Smol_YOLO_Qwen_4B_thumb720,10,10,1.0,100.0,18.748127919994296,1127.0,3189.397802734375,238.8,3336.69404296875,238.8,3336.69404296875
thumb,720,720,hrbench_4k,Thumb_Smol_YOLO_Qwen_4B_thumb720,10,10,1.0,100.0,19.197897419994113,1127.0,3189.397802734375,771.8,3792.58515625,771.8,3792.58515625
thumb,800,800,hrbench_4k,Smol_YOLO_Qwen_4B_thumb800,10,10,1.0,100.0,18.8598952499975,1127.0,3189.397802734375,238.8,3336.69404296875,238.8,3336.69404296875
thumb,800,800,hrbench_4k,Thumb_Smol_YOLO_Qwen_4B_thumb800,10,10,1.0,100.0,19.400062359991715,1127.0,3189.397802734375,867.8,3889.5810546875,867.8,3889.5810546875
thumb,960,960,hrbench_4k,Smol_YOLO_Qwen_4B_thumb960,10,10,1.0,100.0,19.009999209997478,1127.0,3189.397802734375,238.8,3336.69404296875,238.8,3336.69404296875
thumb,960,960,hrbench_4k,Thumb_Smol_YOLO_Qwen_4B_thumb960,10,10,1.0,100.0,19.827776570004062,1127.0,3189.397802734375,1142.8,4199.09140625,1142.8,4199.09140625
thumb,1080,1080,hrbench_4k,Smol_YOLO_Qwen_4B_thumb1080,10,10,1.0,100.0,19.00057024000562,1127.0,3189.397802734375,238.8,3336.69404296875,238.8,3336.69404296875
thumb,1080,1080,hrbench_4k,Thumb_Smol_YOLO_Qwen_4B_thumb1080,10,10,1.0,100.0,20.128243019990624,1127.0,3189.397802734375,1398.8,4527.85205078125,1398.8,4527.85205078125
thumb,1280,1280,hrbench_4k,Smol_YOLO_Qwen_4B_thumb1280,10,10,1.0,100.0,19.018539229995802,1127.0,3189.397802734375,238.8,3336.69404296875,238.8,3336.69404296875
thumb,1280,1280,hrbench_4k,Thumb_Smol_YOLO_Qwen_4B_thumb1280,10,10,1.0,100.0,20.739961669992773,1127.0,3189.397802734375,1842.8,5182.006640625,1842.8,5182.006640625
